x1,x2,x3,x4
20,Non-Criminal,20,18
18,Malicious Mischief,14,19
20,Warrant,26,27
20,Warrant,26,27
21,Assault,24,27
19,Traffic Violation Arrest,23,26
19,Other Miscellaneous,23,26
19,Burglary,14,27
21,Recovered Vehicle,24,20
19,Suspicious Occ,8,36
17,Burglary,24,29
2,Assault,14,26
2,Assault,14,26
2,Weapons Carrying Etc,14,26
0,Warrant,6,20
0,Case Closure,6,20
21,Larceny Theft,33,27
21,Miscellaneous Investigation,17,32
0,Assault,28,33
2,Assault,14,34
5,Other Miscellaneous,2,33
7,Other Miscellaneous,20,31
7,Malicious Mischief,20,31
7,Burglary,24,30
11,Larceny Theft,27,22
13,Larceny Theft,22,25
15,Other Miscellaneous,24,14
15,Non-Criminal,24,14
18,Missing Person,12,21
19,Lost Property,17,25
16,Assault,2,26
0,Weapons Offense,5,33
11,Larceny Theft,27,22
17,Assault,17,26
17,Disorderly Conduct,17,26
21,Other Miscellaneous,31,26
21,Suspicious Occ,31,26
19,Robbery,26,29
19,Other Miscellaneous,26,29
19,Non-Criminal,26,29
16,Other Miscellaneous,26,23
19,Weapons Carrying Etc,27,28
19,Warrant,27,28
19,Traffic Violation Arrest,27,28
20,Non-Criminal,12,28
17,Other Offenses,21,18
19,Assault,18,22
19,Malicious Mischief,18,22
19,Non-Criminal,18,22
16,Larceny Theft,15,28
22,Motor Vehicle Theft,6,33
22,Burglary,24,30
22,Other Miscellaneous,24,30
22,Other Miscellaneous,24,30
21,Robbery,3,20
21,Assault,3,20
18,Burglary,22,29
14,Larceny Theft,26,29
22,Larceny Theft,12,29
13,Other Miscellaneous,25,28
16,Drug Offense,21,18
16,Non-Criminal,21,18
0,Motor Vehicle Theft,21,28
19,Embezzlement,9,30
22,Robbery,28,33
17,Non-Criminal,25,4
18,Burglary,22,28
18,Burglary,32,27
17,Burglary,33,25
23,Disorderly Conduct,13,26
15,Missing Person,16,5
22,Robbery,33,27
22,Assault,33,27
22,Disorderly Conduct,33,27
12,Missing Person,22,28
3,Suspicious Occ,25,27
19,Larceny Theft,3,20
22,Prostitution,18,26
22,Warrant,18,26
22,Warrant,18,26
0,Warrant,31,24
0,Warrant,31,24
0,Burglary,26,26
0,Offences Against The Family And Children,26,26
0,Other Miscellaneous,26,26
19,Motor Vehicle Theft,26,30
21,Robbery,2,16
1,Other Miscellaneous,21,28
15,Recovered Vehicle,25,31
15,Malicious Mischief,19,25
1,Assault,26,26
4,Burglary,16,21
2,Assault,18,22
2,Malicious Mischief,18,22
9,Other,20,25
11,Larceny Theft,7,27
2,Offences Against The Family And Children,4,14
2,Malicious Mischief,4,14
2,Malicious Mischief,4,14
2,Motor Vehicle Theft,13,26
1,Weapons Offense,26,29
3,Non-Criminal,22,25
3,Drug Offense,24,28
3,Drug Offense,24,28
3,Traffic Violation Arrest,24,28
23,Missing Person,16,5
4,Burglary,18,33
22,Missing Person,11,24
19,Larceny Theft,4,11
7,Larceny Theft,27,30
12,Larceny Theft,31,30
0,Malicious Mischief,29,26
7,Larceny Theft,27,28
9,Larceny Theft,33,26
17,Lost Property,24,29
23,Malicious Mischief,21,33
0,Malicious Mischief,22,27
22,Larceny Theft,26,26
3,Larceny Theft,25,27
21,Larceny Theft,5,30
11,Larceny Theft,32,24
21,Larceny Theft,17,34
11,Larceny Theft,8,34
14,Larceny Theft,10,29
18,Malicious Mischief,15,30
17,Malicious Mischief,4,34
23,Larceny Theft,8,13
18,Malicious Mischief,31,31
7,Lost Property,27,30
17,Larceny Theft,32,29
16,Malicious Mischief,27,28
12,Larceny Theft,28,31
0,Larceny Theft,30,31
23,Larceny Theft,28,33
12,Lost Property,24,32
6,Larceny Theft,7,29
10,Larceny Theft,17,34
7,Larceny Theft,18,33
19,Larceny Theft,17,34
22,Larceny Theft,15,34
12,Larceny Theft,7,10
10,Larceny Theft,27,30
15,Larceny Theft,28,32
1,Larceny Theft,31,29
10,Larceny Theft,27,29
13,Malicious Mischief,33,27
14,Larceny Theft,29,31
20,Lost Property,26,29
2,Larceny Theft,21,28
14,Lost Property,25,26
19,Larceny Theft,17,34
2,Larceny Theft,8,28
19,Larceny Theft,18,34
20,Larceny Theft,7,30
3,Larceny Theft,19,2
22,Larceny Theft,31,31
20,Malicious Mischief,28,28
8,Lost Property,29,32
1,Larceny Theft,28,28
16,Larceny Theft,28,32
21,Larceny Theft,31,29
1,Malicious Mischief,27,28
8,Larceny Theft,32,25
12,Lost Property,24,32
1,Lost Property,22,29
8,Larceny Theft,33,27
0,Lost Property,21,28
8,Larceny Theft,24,28
16,Lost Property,9,33
14,Larceny Theft,8,29
11,Larceny Theft,4,5
5,Larceny Theft,9,13
11,Larceny Theft,27,29
16,Larceny Theft,33,28
17,Larceny Theft,22,26
8,Larceny Theft,23,27
23,Larceny Theft,26,27
19,Larceny Theft,14,31
23,Larceny Theft,14,11
17,Larceny Theft,30,31
19,Larceny Theft,27,30
11,Larceny Theft,33,28
22,Lost Property,30,29
10,Larceny Theft,26,29
15,Malicious Mischief,25,31
15,Malicious Mischief,25,31
20,Malicious Mischief,20,30
7,Larceny Theft,25,31
9,Larceny Theft,26,27
14,Malicious Mischief,23,27
22,Larceny Theft,13,30
18,Larceny Theft,17,33
12,Larceny Theft,17,33
19,Larceny Theft,17,34
21,Larceny Theft,18,34
15,Larceny Theft,32,29
12,Larceny Theft,27,29
11,Larceny Theft,27,29
12,Lost Property,28,27
9,Larceny Theft,33,26
7,Fraud,28,33
22,Larceny Theft,25,29
17,Larceny Theft,26,29
19,Larceny Theft,17,34
16,Larceny Theft,8,38
20,Larceny Theft,8,38
3,Larceny Theft,17,31
19,Larceny Theft,33,27
13,Larceny Theft,31,26
11,Larceny Theft,12,31
1,Larceny Theft,4,29
14,Burglary,22,32
12,Larceny Theft,27,29
11,Larceny Theft,32,24
5,Recovered Vehicle,27,30
18,Larceny Theft,28,32
10,Larceny Theft,23,27
18,Burglary,29,30
22,Larceny Theft,26,33
7,Larceny Theft,32,28
23,Burglary,12,13
4,Malicious Mischief,19,22
0,Burglary,26,26
0,Offences Against The Family And Children,26,26
0,Other Miscellaneous,26,26
4,Assault,18,22
9,Larceny Theft,22,6
19,Larceny Theft,28,24
6,Larceny Theft,21,29
21,Malicious Mischief,26,31
22,Motor Vehicle Theft,32,25
7,Civil Sidewalks,21,19
6,Non-Criminal,16,25
22,Motor Vehicle Theft,28,27
21,Other Miscellaneous,33,28
5,Assault,4,33
5,Offences Against The Family And Children,4,33
5,Malicious Mischief,4,33
6,Recovered Vehicle,25,26
8,Larceny Theft,26,29
8,Fraud,26,29
21,Larceny Theft,31,28
12,Assault,4,35
14,Traffic Collision,19,23
8,Offences Against The Family And Children,19,26
7,Civil Sidewalks,21,19
18,Motor Vehicle Theft,7,29
0,Fraud,26,29
0,Larceny Theft,17,21
22,Motor Vehicle Theft,24,21
8,Assault,30,20
8,Assault,30,20
8,Burglary,30,20
9,Recovered Vehicle,20,25
7,Motor Vehicle Theft,7,31
7,Recovered Vehicle,13,6
10,Recovered Vehicle,4,34
3,Motor Vehicle Theft,17,5
9,Recovered Vehicle,32,28
10,Suspicious Occ,15,7
9,Malicious Mischief,12,30
10,Warrant,18,26
4,Burglary,1,30
10,Burglary,24,32
16,Motor Vehicle Theft,22,19
0,Assault,26,26
0,Other Miscellaneous,26,26
2,Larceny Theft,21,19
5,Assault,4,16
19,Fraud,27,32
19,Motor Vehicle Theft,27,25
8,Larceny Theft,15,29
11,Sex Offense,23,30
21,Larceny Theft,17,21
21,Larceny Theft,17,21
16,Malicious Mischief,27,25
10,Larceny Theft,18,26
10,Stolen Property,18,26
11,Weapons Carrying Etc,26,28
11,Other Miscellaneous,26,28
12,Malicious Mischief,1,26
14,Courtesy Report,24,14
14,Lost Property,24,14
6,Larceny Theft,6,25
5,Other,2,15
21,Missing Person,4,16
22,Burglary,23,25
4,Malicious Mischief,22,19
18,Forgery And Counterfeiting,10,33
9,Missing Person,24,19
11,Assault,27,16
9,Non-Criminal,17,25
7,Burglary,23,19
15,Motor Vehicle Theft,20,25
10,Fraud,9,30
10,Fraud,9,30
8,Other,26,24
11,Motor Vehicle Theft,15,22
22,Missing Person,7,38
11,Other Miscellaneous,26,29
21,Robbery,30,30
10,Other,18,15
11,Larceny Theft,26,29
8,Weapons Offense,23,31
9,Larceny Theft,13,32
9,Other Miscellaneous,13,32
17,Motor Vehicle Theft,19,28
16,Larceny Theft,25,31
12,Traffic Violation Arrest,15,27
12,Other Miscellaneous,15,27
11,Assault,23,27
11,Offences Against The Family And Children,23,27
13,Non-Criminal,17,12
12,Assault,9,35
13,Fraud,8,36
12,Other Miscellaneous,25,26
12,Other Miscellaneous,25,26
12,Fraud,12,28
18,Missing Person,11,24
13,Larceny Theft,13,10
13,Larceny Theft,25,24
12,Juvenile Offenses,11,9
12,Missing Person,11,9
8,Larceny Theft,15,34
2,Motor Vehicle Theft,15,34
16,Motor Vehicle Theft,29,28
12,Assault,24,27
13,Offences Against The Family And Children,24,27
10,Offences Against The Family And Children,5,30
10,Missing Person,5,30
0,Motor Vehicle Theft,22,26
13,Robbery,32,25
8,Non-Criminal,10,33
21,Larceny Theft,20,28
13,Other,26,28
18,Burglary,25,13
9,Larceny Theft,26,29
13,Assault,26,27
16,Lost Property,23,32
15,Larceny Theft,24,32
13,Liquor Laws,21,19
13,Non-Criminal,21,19
12,Malicious Mischief,12,25
9,Assault,25,27
13,Assault,21,19
13,Larceny Theft,21,19
13,Other Offenses,21,19
19,Burglary,29,30
13,Assault,8,34
13,Other Miscellaneous,8,34
22,Courtesy Report,22,33
22,Lost Property,22,33
22,Larceny Theft,13,5
22,Motor Vehicle Theft,13,5
16,Missing Person,23,27
14,Larceny Theft,32,25
21,Burglary,29,30
10,Assault,25,27
10,Disorderly Conduct,25,27
14,Non-Criminal,10,29
9,Larceny Theft,22,33
9,Courtesy Report,22,33
14,Fire Report,15,30
7,Non-Criminal,23,7
8,Stolen Property,7,31
12,Larceny Theft,25,28
11,Non-Criminal,33,27
13,Fraud,27,29
15,Recovered Vehicle,9,33
15,Non-Criminal,24,26
15,Other Miscellaneous,9,8
15,Other Miscellaneous,9,8
15,Other Miscellaneous,9,8
16,Larceny Theft,32,20
16,Larceny Theft,32,20
15,Offences Against The Family And Children,1,26
15,Warrant,1,26
11,Robbery,25,24
12,Larceny Theft,21,15
18,Motor Vehicle Theft,22,2
18,Burglary,15,26
12,Fraud,14,19
14,Non-Criminal,15,27
9,Motor Vehicle Theft,27,33
16,Drug Offense,19,26
16,Warrant,19,26
13,Larceny Theft,33,28
13,Other Miscellaneous,33,28
14,Other Miscellaneous,27,29
14,Larceny Theft,37,38
17,Larceny Theft,27,30
16,Assault,27,30
7,Miscellaneous Investigation,24,29
17,Recovered Vehicle,11,31
16,Non-Criminal,22,20
3,Malicious Mischief,12,30
12,Larceny Theft,15,5
20,Larceny Theft,25,14
15,Other Miscellaneous,25,27
15,Warrant,25,27
16,Malicious Mischief,21,15
15,Larceny Theft,12,27
15,Other Miscellaneous,12,27
15,Other Miscellaneous,12,27
13,Warrant,9,33
17,Burglary,27,30
17,Larceny Theft,19,25
17,Fraud,19,25
17,Forgery And Counterfeiting,19,25
20,Larceny Theft,29,30
15,Non-Criminal,24,2
13,Offences Against The Family And Children,28,29
13,Disorderly Conduct,28,29
2,Larceny Theft,13,26
16,Robbery,29,29
18,Suspicious Occ,20,17
15,Assault,9,33
15,Offences Against The Family And Children,9,33
14,Miscellaneous Investigation,28,33
17,Non-Criminal,24,25
18,Larceny Theft,33,29
18,Non-Criminal,33,29
18,Larceny Theft,26,29
17,Larceny Theft,27,29
18,Non-Criminal,19,26
18,Non-Criminal,3,14
17,Larceny Theft,26,25
9,Fraud,8,5
9,Fraud,8,5
11,Courtesy Report,30,28
11,Missing Person,30,28
11,Missing Person,30,28
18,Other Miscellaneous,20,22
12,Motor Vehicle Theft,17,30
15,Burglary,29,25
18,Assault,19,25
18,Other Miscellaneous,19,25
14,Burglary,25,16
16,Other Miscellaneous,33,28
14,Recovered Vehicle,8,33
9,Missing Person,23,24
15,Assault,26,28
15,Other Miscellaneous,26,28
12,Lost Property,7,11
21,Burglary,22,19
18,Larceny Theft,19,17
19,Miscellaneous Investigation,26,26
19,Offences Against The Family And Children,10,24
19,Non-Criminal,10,24
21,Non-Criminal,25,28
12,Assault,21,17
12,Disorderly Conduct,21,17
9,Motor Vehicle Theft,24,29
18,Non-Criminal,25,30
16,Larceny Theft,27,30
20,Malicious Mischief,25,28
20,Non-Criminal,25,28
17,Offences Against The Family And Children,8,31
11,Burglary,18,6
12,Suspicious Occ,19,28
15,Other Miscellaneous,24,14
15,Non-Criminal,24,14
18,Missing Person,8,37
18,Missing Person,8,37
20,Larceny Theft,8,34
19,Larceny Theft,25,30
8,Missing Person,20,17
8,Missing Person,20,17
20,Warrant,22,12
20,Traffic Violation Arrest,22,12
20,Other Miscellaneous,22,12
10,Motor Vehicle Theft,26,27
7,Motor Vehicle Theft,22,28
12,Non-Criminal,32,21
22,Assault,26,28
9,Missing Person,25,26
9,Warrant,25,26
10,Drug Offense,19,29
19,Larceny Theft,27,22
20,Fraud,2,20
11,Larceny Theft,9,11
11,Larceny Theft,18,19
16,Other Miscellaneous,20,23
19,Other Miscellaneous,17,26
21,Offences Against The Family And Children,5,17
21,Offences Against The Family And Children,5,17
16,Assault,18,22
14,Non-Criminal,19,12
21,Robbery,5,20
17,Recovered Vehicle,24,6
17,Assault,33,27
17,Larceny Theft,23,22
20,Other Miscellaneous,7,30
18,Larceny Theft,22,2
21,Missing Person,2,25
16,Other Miscellaneous,13,10
20,Robbery,19,28
18,Burglary,4,13
21,Larceny Theft,25,27
21,Warrant,25,27
15,Larceny Theft,29,29
20,Recovered Vehicle,1,33
21,Other Miscellaneous,17,25
21,Warrant,17,25
1,Burglary,24,9
20,Robbery,23,19
6,Recovered Vehicle,25,31
21,Weapons Offense,23,26
18,Larceny Theft,33,27
16,Larceny Theft,14,22
8,Missing Person,16,10
23,Recovered Vehicle,17,27
17,Burglary,27,26
22,Non-Criminal,26,27
19,Larceny Theft,27,33
0,Disorderly Conduct,2,25
23,Motor Vehicle Theft,8,22
23,Other Miscellaneous,8,22
0,Offences Against The Family And Children,1,14
0,Disorderly Conduct,1,14
21,Robbery,7,38
2,Suspicious Occ,22,28
2,Lost Property,22,28
11,Assault,22,28
11,Burglary,22,28
22,Missing Person,19,22
22,Missing Person,19,22
0,Arson,26,30
23,Larceny Theft,25,28
0,Other Miscellaneous,6,15
0,Assault,25,28
0,Suspicious Occ,26,32
20,Larceny Theft,20,32
0,Missing Person,22,28
20,Non-Criminal,1,24
22,Warrant,22,28
22,Traffic Violation Arrest,22,28
1,Other,1,9
1,Motor Vehicle Theft,1,9
2,Malicious Mischief,9,33
3,Larceny Theft,32,30
2,Burglary,18,28
2,Stolen Property,18,28
2,Other Miscellaneous,18,28
2,Recovered Vehicle,4,34
23,Recovered Vehicle,22,29
2,Weapons Carrying Etc,8,30
2,Weapons Carrying Etc,8,30
2,Drug Offense,8,30
23,Non-Criminal,18,26
2,Burglary,7,34
1,Other Miscellaneous,26,30
0,Non-Criminal,4,34
0,Missing Person,4,34
22,Larceny Theft,20,29
15,Malicious Mischief,17,25
10,Larceny Theft,15,23
1,Larceny Theft,28,27
1,Lost Property,33,27
11,Larceny Theft,27,29
19,Larceny Theft,30,31
21,Malicious Mischief,25,28
18,Larceny Theft,24,25
19,Larceny Theft,29,24
7,Larceny Theft,19,21
3,Lost Property,27,33
2,Larceny Theft,16,27
0,Larceny Theft,21,29
0,Lost Property,17,21
23,Larceny Theft,25,17
6,Larceny Theft,19,26
1,Larceny Theft,18,22
1,Larceny Theft,27,26
20,Larceny Theft,26,27
20,Lost Property,33,27
1,Malicious Mischief,1,13
23,Larceny Theft,23,28
1,Larceny Theft,24,31
2,Larceny Theft,22,2
22,Larceny Theft,18,21
0,Larceny Theft,13,22
20,Larceny Theft,19,26
20,Lost Property,20,23
14,Larceny Theft,32,29
18,Lost Property,33,27
20,Larceny Theft,22,22
14,Larceny Theft,24,25
17,Larceny Theft,29,27
6,Larceny Theft,28,28
9,Larceny Theft,27,29
9,Larceny Theft,21,15
23,Larceny Theft,22,21
0,Lost Property,22,33
10,Larceny Theft,13,31
1,Lost Property,23,29
15,Larceny Theft,15,25
20,Malicious Mischief,23,4
11,Larceny Theft,25,7
22,Larceny Theft,18,28
17,Larceny Theft,18,28
23,Larceny Theft,15,27
21,Lost Property,18,22
21,Larceny Theft,20,24
20,Malicious Mischief,26,23
12,Larceny Theft,24,21
0,Larceny Theft,29,23
16,Malicious Mischief,31,21
3,Larceny Theft,24,25
17,Larceny Theft,24,25
1,Lost Property,21,27
18,Larceny Theft,19,22
20,Larceny Theft,25,30
3,Lost Property,21,27
23,Larceny Theft,19,22
19,Larceny Theft,26,30
19,Lost Property,24,31
23,Larceny Theft,22,30
22,Larceny Theft,14,30
0,Larceny Theft,14,21
17,Larceny Theft,18,22
10,Larceny Theft,15,25
18,Larceny Theft,15,25
23,Larceny Theft,19,25
10,Larceny Theft,20,26
0,Larceny Theft,18,24
23,Larceny Theft,16,29
23,Larceny Theft,21,25
0,Larceny Theft,20,29
3,Larceny Theft,20,30
18,Larceny Theft,19,26
21,Larceny Theft,15,23
17,Larceny Theft,27,25
0,Malicious Mischief,23,26
0,Larceny Theft,30,22
8,Larceny Theft,24,25
19,Larceny Theft,25,26
19,Larceny Theft,19,30
21,Larceny Theft,18,24
22,Larceny Theft,13,19
20,Lost Property,18,23
19,Malicious Mischief,20,29
14,Larceny Theft,23,26
23,Malicious Mischief,25,25
18,Larceny Theft,23,25
6,Lost Property,26,26
18,Larceny Theft,24,25
22,Lost Property,22,23
12,Larceny Theft,31,22
3,Larceny Theft,24,25
0,Lost Property,26,26
23,Larceny Theft,27,24
10,Larceny Theft,25,24
12,Malicious Mischief,15,19
10,Lost Property,23,26
1,Lost Property,15,19
11,Malicious Mischief,18,33
18,Non-Criminal,19,24
22,Larceny Theft,15,20
20,Larceny Theft,22,16
18,Larceny Theft,15,27
21,Larceny Theft,20,29
23,Larceny Theft,30,25
21,Larceny Theft,26,22
14,Larceny Theft,26,26
22,Larceny Theft,33,29
11,Malicious Mischief,19,17
21,Larceny Theft,18,28
9,Larceny Theft,14,25
0,Larceny Theft,22,8
17,Larceny Theft,19,23
19,Larceny Theft,19,27
18,Larceny Theft,18,25
21,Larceny Theft,20,24
18,Larceny Theft,16,26
18,Larceny Theft,23,24
19,Larceny Theft,27,22
0,Larceny Theft,30,25
18,Malicious Mischief,24,25
0,Fraud,27,30
10,Larceny Theft,31,22
16,Larceny Theft,25,25
3,Larceny Theft,28,24
16,Larceny Theft,26,25
21,Larceny Theft,24,25
11,Larceny Theft,26,23
21,Fraud,27,30
23,Larceny Theft,27,29
21,Larceny Theft,21,28
17,Larceny Theft,20,23
13,Larceny Theft,18,23
21,Malicious Mischief,15,26
17,Larceny Theft,21,25
17,Larceny Theft,19,26
8,Larceny Theft,15,27
13,Larceny Theft,19,28
21,Larceny Theft,14,25
12,Larceny Theft,19,22
14,Larceny Theft,28,26
1,Larceny Theft,30,21
18,Larceny Theft,26,25
22,Larceny Theft,26,24
22,Larceny Theft,17,9
23,Larceny Theft,21,27
7,Malicious Mischief,9,30
16,Larceny Theft,25,31
17,Larceny Theft,32,30
12,Larceny Theft,32,29
18,Larceny Theft,24,22
6,Larceny Theft,19,29
11,Larceny Theft,33,28
20,Larceny Theft,25,29
19,Larceny Theft,26,30
14,Larceny Theft,33,25
19,Malicious Mischief,23,25
14,Burglary,28,24
13,Larceny Theft,18,25
23,Burglary,12,13
18,Larceny Theft,28,32
3,Larceny Theft,22,23
10,Larceny Theft,23,26
11,Larceny Theft,19,25
23,Larceny Theft,19,25
19,Larceny Theft,19,30
16,Larceny Theft,25,25
0,Forgery And Counterfeiting,27,30
0,Fraud,27,30
5,Larceny Theft,32,30
0,Fraud,27,30
15,Burglary,25,23
4,Motor Vehicle Theft,15,23
7,Motor Vehicle Theft,26,27
11,Larceny Theft,27,29
2,Burglary,21,29
2,Malicious Mischief,21,29
0,Fraud,6,32
0,Larceny Theft,15,23
0,Larceny Theft,15,23
10,Suspicious Occ,28,18
20,Missing Person,23,24
21,Lost Property,23,32
15,Lost Property,7,11
1,Burglary,19,9
1,Malicious Mischief,19,9
7,Warrant,25,25
8,Other Miscellaneous,19,5
7,Lost Property,18,18
16,Larceny Theft,4,11
8,Suspicious Occ,18,22
8,Other Miscellaneous,18,22
7,Other Miscellaneous,28,18
7,Non-Criminal,21,19
22,Fraud,19,11
10,Assault,26,27
9,Civil Sidewalks,21,19
22,Burglary,30,25
17,Larceny Theft,17,25
17,Malicious Mischief,17,25
16,Larceny Theft,23,31
16,Fraud,23,31
9,Civil Sidewalks,21,19
9,Suspicious Occ,23,32
7,Stolen Property,19,23
7,Drug Offense,19,23
7,Other Miscellaneous,19,23
12,Malicious Mischief,25,32
6,Arson,12,23
9,Larceny Theft,20,27
9,Other Miscellaneous,27,26
10,Drug Offense,25,27
10,Drug Offense,25,27
10,Drug Offense,25,27
8,Offences Against The Family And Children,4,16
8,Missing Person,4,16
12,Assault,15,30
12,Disorderly Conduct,15,30
0,Other,12,7
20,Larceny Theft,20,24
8,Disorderly Conduct,19,25
18,Larceny Theft,23,24
18,Motor Vehicle Theft,26,8
10,Missing Person,16,4
17,Larceny Theft,27,30
17,Fraud,27,30
11,Civil Sidewalks,21,18
10,Recovered Vehicle,27,25
10,Non-Criminal,25,27
7,Missing Person,6,26
7,Missing Person,6,26
11,Drug Offense,19,25
11,Drug Offense,19,25
11,Warrant,19,25
12,Forgery And Counterfeiting,3,20
10,Non-Criminal,27,25
8,Stolen Property,28,22
13,Malicious Mischief,24,8
9,Larceny Theft,21,17
11,Motor Vehicle Theft,24,23
19,Lost Property,33,28
10,Non-Criminal,26,28
11,Larceny Theft,27,28
12,Forgery And Counterfeiting,30,29
12,Stolen Property,30,29
11,Non-Criminal,29,26
11,Offences Against The Family And Children,24,27
11,Drug Offense,24,27
11,Warrant,24,27
12,Assault,24,28
9,Burglary,23,30
9,Stolen Property,23,30
9,Other Miscellaneous,23,30
19,Larceny Theft,4,32
13,Other Offenses,11,31
18,Larceny Theft,19,27
13,Warrant,32,22
11,Non-Criminal,22,29
11,Other Miscellaneous,22,29
8,Lost Property,24,14
13,Warrant,18,26
15,Assault,18,22
20,Larceny Theft,33,27
8,Drug Offense,24,27
10,Assault,23,30
10,Malicious Mischief,23,30
13,Non-Criminal,24,28
16,Larceny Theft,29,29
16,Fraud,29,29
6,Non-Criminal,1,26
13,Assault,26,27
13,Warrant,26,27
13,Warrant,26,27
12,Other,15,20
13,Assault,33,29
13,Larceny Theft,33,29
13,Other Miscellaneous,33,29
21,Larceny Theft,16,27
20,Other,8,35
5,Malicious Mischief,24,28
10,Malicious Mischief,27,29
13,Non-Criminal,28,30
13,Larceny Theft,5,24
13,Larceny Theft,26,29
9,Missing Person,31,27
9,Burglary,3,12
9,Stolen Property,3,12
9,Larceny Theft,26,22
11,Larceny Theft,22,27
11,Fraud,22,27
11,Fraud,22,27
15,Offences Against The Family And Children,6,21
15,Offences Against The Family And Children,6,21
11,Missing Person,22,17
14,Disorderly Conduct,25,21
14,Disorderly Conduct,25,21
11,Assault,25,28
21,Malicious Mischief,25,30
10,Other Miscellaneous,5,16
23,Lost Property,14,34
15,Non-Criminal,23,30
14,Larceny Theft,23,26
12,Malicious Mischief,25,30
12,Other Offenses,21,18
12,Warrant,21,18
11,Civil Sidewalks,21,19
12,Larceny Theft,24,19
12,Drug Offense,23,27
17,Larceny Theft,29,29
12,Sex Offense,24,33
19,Drug Offense,20,17
19,Drug Offense,20,17
18,Malicious Mischief,25,30
2,Miscellaneous Investigation,6,29
14,Miscellaneous Investigation,3,12
0,Larceny Theft,26,27
12,Larceny Theft,27,30
12,Non-Criminal,25,28
15,Assault,20,25
14,Robbery,18,24
14,Stolen Property,18,24
14,Other Miscellaneous,18,24
16,Civil Sidewalks,21,19
8,Larceny Theft,17,4
23,Burglary,12,22
23,Fraud,12,22
0,Drug Offense,24,3
0,Drug Offense,24,3
0,Warrant,24,3
15,Offences Against The Family And Children,21,31
15,Offences Against The Family And Children,21,31
20,Other,8,35
16,Larceny Theft,29,29
15,Drug Offense,25,26
17,Recovered Vehicle,7,36
14,Larceny Theft,24,23
13,Larceny Theft,26,29
13,Fraud,26,29
21,Malicious Mischief,25,32
7,Recovered Vehicle,7,35
16,Assault,24,9
9,Sex Offense,30,20
9,Non-Criminal,23,26
15,Non-Criminal,24,28
14,Robbery,27,29
14,Robbery,27,29
3,Offences Against The Family And Children,22,24
11,Missing Person,33,26
17,Drug Offense,25,27
17,Drug Offense,25,27
17,Warrant,25,27
17,Drug Offense,23,27
17,Drug Offense,23,27
17,Drug Offense,23,27
15,Drug Offense,23,28
15,Other Miscellaneous,23,28
15,Warrant,23,28
12,Miscellaneous Investigation,23,30
15,Larceny Theft,26,29
15,Non-Criminal,26,29
12,Larceny Theft,25,28
