x1,x2,x3,x4,x5
8,Larceny Theft,31,28,4
8,Civil Sidewalks,21,19,2
9,Civil Sidewalks,21,19,2
18,Embezzlement,9,30,2
11,Motor Vehicle Theft,23,27,4
12,Warrant,7,35,1
15,Larceny Theft,8,21,4
15,Fraud,8,21,2
4,Burglary,27,30,4
11,Larceny Theft,26,30,4
18,Motor Vehicle Theft,5,33,4
11,Larceny Theft,28,33,4
11,Larceny Theft,28,33,4
11,Fraud,28,33,2
21,Motor Vehicle Theft,28,27,4
10,Larceny Theft,4,14,4
10,Malicious Mischief,4,14,2
10,Non-Criminal,4,14,1
18,Missing Person,6,30,1
12,Larceny Theft,23,20,4
22,Malicious Mischief,7,25,2
10,Disorderly Conduct,16,25,2
10,Other Miscellaneous,16,25,1
7,Non-Criminal,20,23,1
13,Other Miscellaneous,24,27,1
13,Other Offenses,24,27,1
13,Warrant,24,27,1
3,Robbery,26,26,4
3,Assault,26,26,4
12,Vandalism,27,29,2
12,Warrant,27,29,1
14,Non-Criminal,19,11,1
13,Assault,13,32,4
16,Malicious Mischief,7,25,2
13,Warrant,24,28,1
13,Larceny Theft,26,28,4
11,Civil Sidewalks,21,19,2
15,Missing Person,8,29,1
12,Larceny Theft,27,29,4
12,Other Miscellaneous,27,29,1
12,Warrant,27,29,1
13,Sex Offense,27,30,2
13,Other Miscellaneous,27,30,1
13,Non-Criminal,27,30,1
13,Assault,17,24,4
14,Warrant,24,27,1
14,Warrant,24,27,1
20,Motor Vehicle Theft,21,28,4
11,Burglary,27,29,4
11,Other Miscellaneous,27,29,1
11,Warrant,27,29,1
13,Assault,25,28,4
23,Motor Vehicle Theft,19,18,4
19,Burglary,31,19,4
19,Sex Offense,19,26,2
19,Malicious Mischief,19,26,2
1,Larceny Theft,20,26,4
8,Other Miscellaneous,26,19,1
8,Suspicious Occ,26,19,1
10,Assault,21,24,4
10,Offences Against The Family And Children,21,24,2
10,Other Miscellaneous,21,24,1
18,Larceny Theft,1,14,4
0,Assault,2,26,4
0,Assault,2,26,4
0,Other Miscellaneous,2,26,1
8,Motor Vehicle Theft,21,29,4
23,Robbery,21,25,4
16,Recovered Vehicle,24,20,1
11,Non-Criminal,11,12,1
12,Larceny Theft,18,34,4
15,Larceny Theft,24,14,4
19,Motor Vehicle Theft,23,32,4
14,Suspicious Occ,30,28,1
14,Courtesy Report,30,28,1
1,Larceny Theft,32,25,4
13,Missing Person,11,24,1
12,Civil Sidewalks,21,18,2
14,Larceny Theft,25,19,4
17,Motor Vehicle Theft,17,2,4
15,Fraud,26,25,2
15,Drug Offense,26,25,2
15,Traffic Violation Arrest,26,25,1
11,Lost Property,23,30,1
12,Non-Criminal,20,17,1
12,Recovered Vehicle,20,25,1
11,Recovered Vehicle,19,26,1
15,Larceny Theft,27,34,4
17,Non-Criminal,26,20,1
16,Larceny Theft,12,27,4
15,Miscellaneous Investigation,21,23,1
16,Recovered Vehicle,8,20,1
14,Malicious Mischief,12,11,2
10,Malicious Mischief,22,11,2
17,Larceny Theft,25,26,4
16,Other Miscellaneous,23,19,1
16,Warrant,23,19,1
17,Assault,23,27,4
20,Larceny Theft,28,29,4
0,Malicious Mischief,22,12,2
17,Larceny Theft,23,26,4
17,Other,25,23,1
15,Stolen Property,26,26,2
15,Other Miscellaneous,26,26,1
15,Larceny Theft,33,28,4
16,Non-Criminal,21,18,1
17,Warrant,19,26,1
17,Missing Person,17,32,1
17,Missing Person,17,32,1
16,Non-Criminal,27,24,1
19,Other Offenses,4,33,1
18,Missing Person,8,29,1
10,Larceny Theft,31,26,4
2,Assault,31,22,4
19,Weapons Offense,23,27,2
15,Larceny Theft,22,13,4
2,Motor Vehicle Theft,30,21,4
13,Larceny Theft,26,29,4
20,Robbery,8,32,4
15,Civil Sidewalks,21,19,2
18,Other Offenses,21,19,1
18,Civil Sidewalks,21,19,2
19,Traffic Violation Arrest,2,12,1
19,Other Miscellaneous,2,12,1
20,Robbery,25,26,4
16,Civil Sidewalks,21,19,2
20,Recovered Vehicle,13,33,1
20,Non-Criminal,20,18,1
18,Malicious Mischief,14,19,2
20,Warrant,26,27,1
20,Warrant,26,27,1
21,Assault,24,27,4
19,Traffic Violation Arrest,23,26,1
19,Other Miscellaneous,23,26,1
19,Burglary,14,27,4
21,Recovered Vehicle,24,20,1
19,Suspicious Occ,8,36,1
17,Burglary,24,29,4
2,Assault,14,26,4
2,Assault,14,26,4
2,Weapons Carrying Etc,14,26,2
0,Warrant,6,20,1
0,Case Closure,6,20,1
21,Larceny Theft,33,27,4
21,Miscellaneous Investigation,17,32,1
0,Assault,28,33,4
2,Assault,14,34,4
5,Other Miscellaneous,2,33,1
7,Other Miscellaneous,20,31,1
7,Malicious Mischief,20,31,2
7,Burglary,24,30,4
11,Larceny Theft,27,22,4
13,Larceny Theft,22,25,4
15,Other Miscellaneous,24,14,1
15,Non-Criminal,24,14,1
18,Missing Person,12,21,1
19,Lost Property,17,25,1
16,Assault,2,26,4
0,Weapons Offense,5,33,2
11,Larceny Theft,27,22,4
17,Assault,17,26,4
17,Disorderly Conduct,17,26,2
21,Other Miscellaneous,31,26,1
21,Suspicious Occ,31,26,1
19,Robbery,26,29,4
19,Other Miscellaneous,26,29,1
19,Non-Criminal,26,29,1
16,Other Miscellaneous,26,23,1
19,Weapons Carrying Etc,27,28,2
19,Warrant,27,28,1
19,Traffic Violation Arrest,27,28,1
20,Non-Criminal,12,28,1
17,Other Offenses,21,18,1
19,Assault,18,22,4
19,Malicious Mischief,18,22,2
19,Non-Criminal,18,22,1
16,Larceny Theft,15,28,4
22,Motor Vehicle Theft,6,33,4
22,Burglary,24,30,4
22,Other Miscellaneous,24,30,1
22,Other Miscellaneous,24,30,1
21,Robbery,3,20,4
21,Assault,3,20,4
18,Burglary,22,29,4
14,Larceny Theft,26,29,4
22,Larceny Theft,12,29,4
13,Other Miscellaneous,25,28,1
16,Drug Offense,21,18,2
16,Non-Criminal,21,18,1
0,Motor Vehicle Theft,21,28,4
19,Embezzlement,9,30,2
22,Robbery,28,33,4
17,Non-Criminal,25,4,1
18,Burglary,22,28,4
18,Burglary,32,27,4
17,Burglary,33,25,4
23,Disorderly Conduct,13,26,2
15,Missing Person,16,5,1
22,Robbery,33,27,4
22,Assault,33,27,4
22,Disorderly Conduct,33,27,2
12,Missing Person,22,28,1
3,Suspicious Occ,25,27,1
19,Larceny Theft,3,20,4
22,Prostitution,18,26,2
22,Warrant,18,26,1
22,Warrant,18,26,1
0,Warrant,31,24,1
0,Warrant,31,24,1
0,Burglary,26,26,4
0,Offences Against The Family And Children,26,26,2
0,Other Miscellaneous,26,26,1
19,Motor Vehicle Theft,26,30,4
21,Robbery,2,16,4
1,Other Miscellaneous,21,28,1
15,Recovered Vehicle,25,31,1
15,Malicious Mischief,19,25,2
1,Assault,26,26,4
4,Burglary,16,21,4
2,Assault,18,22,4
2,Malicious Mischief,18,22,2
9,Other,20,25,1
11,Larceny Theft,7,27,4
2,Offences Against The Family And Children,4,14,2
2,Malicious Mischief,4,14,2
2,Malicious Mischief,4,14,2
2,Motor Vehicle Theft,13,26,4
1,Weapons Offense,26,29,2
3,Non-Criminal,22,25,1
3,Drug Offense,24,28,2
3,Drug Offense,24,28,2
3,Traffic Violation Arrest,24,28,1
23,Missing Person,16,5,1
4,Burglary,18,33,4
22,Missing Person,11,24,1
19,Larceny Theft,4,11,4
7,Larceny Theft,27,30,4
12,Larceny Theft,31,30,4
0,Malicious Mischief,29,26,2
7,Larceny Theft,27,28,4
9,Larceny Theft,33,26,4
17,Lost Property,24,29,1
23,Malicious Mischief,21,33,2
0,Malicious Mischief,22,27,2
22,Larceny Theft,26,26,4
3,Larceny Theft,25,27,4
21,Larceny Theft,5,30,4
11,Larceny Theft,32,24,4
21,Larceny Theft,17,34,4
11,Larceny Theft,8,34,4
14,Larceny Theft,10,29,4
18,Malicious Mischief,15,30,2
17,Malicious Mischief,4,34,2
23,Larceny Theft,8,13,4
18,Malicious Mischief,31,31,2
7,Lost Property,27,30,1
17,Larceny Theft,32,29,4
16,Malicious Mischief,27,28,2
12,Larceny Theft,28,31,4
0,Larceny Theft,30,31,4
23,Larceny Theft,28,33,4
12,Lost Property,24,32,1
6,Larceny Theft,7,29,4
10,Larceny Theft,17,34,4
7,Larceny Theft,18,33,4
19,Larceny Theft,17,34,4
22,Larceny Theft,15,34,4
12,Larceny Theft,7,10,4
10,Larceny Theft,27,30,4
15,Larceny Theft,28,32,4
1,Larceny Theft,31,29,4
10,Larceny Theft,27,29,4
13,Malicious Mischief,33,27,2
14,Larceny Theft,29,31,4
20,Lost Property,26,29,1
2,Larceny Theft,21,28,4
14,Lost Property,25,26,1
19,Larceny Theft,17,34,4
2,Larceny Theft,8,28,4
19,Larceny Theft,18,34,4
20,Larceny Theft,7,30,4
3,Larceny Theft,19,2,4
22,Larceny Theft,31,31,4
20,Malicious Mischief,28,28,2
8,Lost Property,29,32,1
1,Larceny Theft,28,28,4
16,Larceny Theft,28,32,4
21,Larceny Theft,31,29,4
1,Malicious Mischief,27,28,2
8,Larceny Theft,32,25,4
12,Lost Property,24,32,1
1,Lost Property,22,29,1
8,Larceny Theft,33,27,4
0,Lost Property,21,28,1
8,Larceny Theft,24,28,4
16,Lost Property,9,33,1
14,Larceny Theft,8,29,4
11,Larceny Theft,4,5,4
5,Larceny Theft,9,13,4
11,Larceny Theft,27,29,4
16,Larceny Theft,33,28,4
17,Larceny Theft,22,26,4
8,Larceny Theft,23,27,4
23,Larceny Theft,26,27,4
19,Larceny Theft,14,31,4
23,Larceny Theft,14,11,4
17,Larceny Theft,30,31,4
19,Larceny Theft,27,30,4
11,Larceny Theft,33,28,4
22,Lost Property,30,29,1
10,Larceny Theft,26,29,4
15,Malicious Mischief,25,31,2
15,Malicious Mischief,25,31,2
20,Malicious Mischief,20,30,2
7,Larceny Theft,25,31,4
9,Larceny Theft,26,27,4
14,Malicious Mischief,23,27,2
22,Larceny Theft,13,30,4
18,Larceny Theft,17,33,4
12,Larceny Theft,17,33,4
19,Larceny Theft,17,34,4
21,Larceny Theft,18,34,4
15,Larceny Theft,32,29,4
12,Larceny Theft,27,29,4
11,Larceny Theft,27,29,4
12,Lost Property,28,27,1
9,Larceny Theft,33,26,4
7,Fraud,28,33,2
22,Larceny Theft,25,29,4
17,Larceny Theft,26,29,4
19,Larceny Theft,17,34,4
16,Larceny Theft,8,38,4
20,Larceny Theft,8,38,4
3,Larceny Theft,17,31,4
19,Larceny Theft,33,27,4
13,Larceny Theft,31,26,4
11,Larceny Theft,12,31,4
1,Larceny Theft,4,29,4
14,Burglary,22,32,4
12,Larceny Theft,27,29,4
11,Larceny Theft,32,24,4
5,Recovered Vehicle,27,30,1
18,Larceny Theft,28,32,4
10,Larceny Theft,23,27,4
18,Burglary,29,30,4
22,Larceny Theft,26,33,4
7,Larceny Theft,32,28,4
23,Burglary,12,13,4
4,Malicious Mischief,19,22,2
0,Burglary,26,26,4
0,Offences Against The Family And Children,26,26,2
0,Other Miscellaneous,26,26,1
4,Assault,18,22,4
9,Larceny Theft,22,6,4
19,Larceny Theft,28,24,4
6,Larceny Theft,21,29,4
21,Malicious Mischief,26,31,2
22,Motor Vehicle Theft,32,25,4
7,Civil Sidewalks,21,19,2
6,Non-Criminal,16,25,1
22,Motor Vehicle Theft,28,27,4
21,Other Miscellaneous,33,28,1
5,Assault,4,33,4
5,Offences Against The Family And Children,4,33,2
5,Malicious Mischief,4,33,2
6,Recovered Vehicle,25,26,1
8,Larceny Theft,26,29,4
8,Fraud,26,29,2
21,Larceny Theft,31,28,4
12,Assault,4,35,4
14,Traffic Collision,19,23,1
8,Offences Against The Family And Children,19,26,2
7,Civil Sidewalks,21,19,2
18,Motor Vehicle Theft,7,29,4
0,Fraud,26,29,2
0,Larceny Theft,17,21,4
22,Motor Vehicle Theft,24,21,4
8,Assault,30,20,4
8,Assault,30,20,4
8,Burglary,30,20,4
9,Recovered Vehicle,20,25,1
7,Motor Vehicle Theft,7,31,4
7,Recovered Vehicle,13,6,1
10,Recovered Vehicle,4,34,1
3,Motor Vehicle Theft,17,5,4
9,Recovered Vehicle,32,28,1
10,Suspicious Occ,15,7,1
9,Malicious Mischief,12,30,2
10,Warrant,18,26,1
4,Burglary,1,30,4
10,Burglary,24,32,4
16,Motor Vehicle Theft,22,19,4
0,Assault,26,26,4
0,Other Miscellaneous,26,26,1
2,Larceny Theft,21,19,4
5,Assault,4,16,4
19,Fraud,27,32,2
19,Motor Vehicle Theft,27,25,4
8,Larceny Theft,15,29,4
11,Sex Offense,23,30,2
21,Larceny Theft,17,21,4
21,Larceny Theft,17,21,4
16,Malicious Mischief,27,25,2
10,Larceny Theft,18,26,4
10,Stolen Property,18,26,2
11,Weapons Carrying Etc,26,28,2
11,Other Miscellaneous,26,28,1
12,Malicious Mischief,1,26,2
14,Courtesy Report,24,14,1
14,Lost Property,24,14,1
6,Larceny Theft,6,25,4
5,Other,2,15,1
21,Missing Person,4,16,1
22,Burglary,23,25,4
4,Malicious Mischief,22,19,2
18,Forgery And Counterfeiting,10,33,2
9,Missing Person,24,19,1
11,Assault,27,16,4
9,Non-Criminal,17,25,1
7,Burglary,23,19,4
15,Motor Vehicle Theft,20,25,4
10,Fraud,9,30,2
10,Fraud,9,30,2
8,Other,26,24,1
11,Motor Vehicle Theft,15,22,4
22,Missing Person,7,38,1
11,Other Miscellaneous,26,29,1
21,Robbery,30,30,4
10,Other,18,15,1
11,Larceny Theft,26,29,4
8,Weapons Offense,23,31,2
9,Larceny Theft,13,32,4
9,Other Miscellaneous,13,32,1
17,Motor Vehicle Theft,19,28,4
16,Larceny Theft,25,31,4
12,Traffic Violation Arrest,15,27,1
12,Other Miscellaneous,15,27,1
11,Assault,23,27,4
11,Offences Against The Family And Children,23,27,2
13,Non-Criminal,17,12,1
12,Assault,9,35,4
13,Fraud,8,36,2
12,Other Miscellaneous,25,26,1
12,Other Miscellaneous,25,26,1
12,Fraud,12,28,2
18,Missing Person,11,24,1
13,Larceny Theft,13,10,4
13,Larceny Theft,25,24,4
12,Juvenile Offenses,11,9,1
12,Missing Person,11,9,1
8,Larceny Theft,15,34,4
2,Motor Vehicle Theft,15,34,4
16,Motor Vehicle Theft,29,28,4
12,Assault,24,27,4
13,Offences Against The Family And Children,24,27,2
10,Offences Against The Family And Children,5,30,2
10,Missing Person,5,30,1
0,Motor Vehicle Theft,22,26,4
13,Robbery,32,25,4
8,Non-Criminal,10,33,1
21,Larceny Theft,20,28,4
13,Other,26,28,1
18,Burglary,25,13,4
9,Larceny Theft,26,29,4
13,Assault,26,27,4
16,Lost Property,23,32,1
15,Larceny Theft,24,32,4
13,Liquor Laws,21,19,2
13,Non-Criminal,21,19,1
12,Malicious Mischief,12,25,2
9,Assault,25,27,4
13,Assault,21,19,4
13,Larceny Theft,21,19,4
13,Other Offenses,21,19,1
19,Burglary,29,30,4
13,Assault,8,34,4
13,Other Miscellaneous,8,34,1
22,Courtesy Report,22,33,1
22,Lost Property,22,33,1
22,Larceny Theft,13,5,4
22,Motor Vehicle Theft,13,5,4
16,Missing Person,23,27,1
14,Larceny Theft,32,25,4
21,Burglary,29,30,4
10,Assault,25,27,4
10,Disorderly Conduct,25,27,2
14,Non-Criminal,10,29,1
9,Larceny Theft,22,33,4
9,Courtesy Report,22,33,1
14,Fire Report,15,30,1
7,Non-Criminal,23,7,1
8,Stolen Property,7,31,2
12,Larceny Theft,25,28,4
11,Non-Criminal,33,27,1
13,Fraud,27,29,2
15,Recovered Vehicle,9,33,1
15,Non-Criminal,24,26,1
15,Other Miscellaneous,9,8,1
15,Other Miscellaneous,9,8,1
15,Other Miscellaneous,9,8,1
16,Larceny Theft,32,20,4
16,Larceny Theft,32,20,4
15,Offences Against The Family And Children,1,26,2
15,Warrant,1,26,1
11,Robbery,25,24,4
12,Larceny Theft,21,15,4
18,Motor Vehicle Theft,22,2,4
18,Burglary,15,26,4
12,Fraud,14,19,2
14,Non-Criminal,15,27,1
9,Motor Vehicle Theft,27,33,4
16,Drug Offense,19,26,2
16,Warrant,19,26,1
13,Larceny Theft,33,28,4
13,Other Miscellaneous,33,28,1
14,Other Miscellaneous,27,29,1
14,Larceny Theft,37,38,4
17,Larceny Theft,27,30,4
16,Assault,27,30,4
7,Miscellaneous Investigation,24,29,1
17,Recovered Vehicle,11,31,1
16,Non-Criminal,22,20,1
3,Malicious Mischief,12,30,2
12,Larceny Theft,15,5,4
20,Larceny Theft,25,14,4
15,Other Miscellaneous,25,27,1
15,Warrant,25,27,1
16,Malicious Mischief,21,15,2
15,Larceny Theft,12,27,4
15,Other Miscellaneous,12,27,1
15,Other Miscellaneous,12,27,1
13,Warrant,9,33,1
17,Burglary,27,30,4
17,Larceny Theft,19,25,4
17,Fraud,19,25,2
17,Forgery And Counterfeiting,19,25,2
20,Larceny Theft,29,30,4
15,Non-Criminal,24,2,1
13,Offences Against The Family And Children,28,29,2
13,Disorderly Conduct,28,29,2
2,Larceny Theft,13,26,4
16,Robbery,29,29,4
18,Suspicious Occ,20,17,1
15,Assault,9,33,4
15,Offences Against The Family And Children,9,33,2
14,Miscellaneous Investigation,28,33,1
17,Non-Criminal,24,25,1
18,Larceny Theft,33,29,4
18,Non-Criminal,33,29,1
18,Larceny Theft,26,29,4
17,Larceny Theft,27,29,4
18,Non-Criminal,19,26,1
18,Non-Criminal,3,14,1
17,Larceny Theft,26,25,4
9,Fraud,8,5,2
9,Fraud,8,5,2
11,Courtesy Report,30,28,1
11,Missing Person,30,28,1
11,Missing Person,30,28,1
18,Other Miscellaneous,20,22,1
12,Motor Vehicle Theft,17,30,4
15,Burglary,29,25,4
18,Assault,19,25,4
18,Other Miscellaneous,19,25,1
14,Burglary,25,16,4
16,Other Miscellaneous,33,28,1
14,Recovered Vehicle,8,33,1
9,Missing Person,23,24,1
15,Assault,26,28,4
15,Other Miscellaneous,26,28,1
12,Lost Property,7,11,1
21,Burglary,22,19,4
18,Larceny Theft,19,17,4
19,Miscellaneous Investigation,26,26,1
19,Offences Against The Family And Children,10,24,2
19,Non-Criminal,10,24,1
21,Non-Criminal,25,28,1
12,Assault,21,17,4
12,Disorderly Conduct,21,17,2
9,Motor Vehicle Theft,24,29,4
18,Non-Criminal,25,30,1
16,Larceny Theft,27,30,4
20,Malicious Mischief,25,28,2
20,Non-Criminal,25,28,1
17,Offences Against The Family And Children,8,31,2
11,Burglary,18,6,4
12,Suspicious Occ,19,28,1
15,Other Miscellaneous,24,14,1
15,Non-Criminal,24,14,1
18,Missing Person,8,37,1
18,Missing Person,8,37,1
20,Larceny Theft,8,34,4
19,Larceny Theft,25,30,4
8,Missing Person,20,17,1
8,Missing Person,20,17,1
20,Warrant,22,12,1
20,Traffic Violation Arrest,22,12,1
20,Other Miscellaneous,22,12,1
10,Motor Vehicle Theft,26,27,4
7,Motor Vehicle Theft,22,28,4
12,Non-Criminal,32,21,1
22,Assault,26,28,4
9,Missing Person,25,26,1
9,Warrant,25,26,1
10,Drug Offense,19,29,2
19,Larceny Theft,27,22,4
20,Fraud,2,20,2
11,Larceny Theft,9,11,4
11,Larceny Theft,18,19,4
16,Other Miscellaneous,20,23,1
19,Other Miscellaneous,17,26,1
21,Offences Against The Family And Children,5,17,2
21,Offences Against The Family And Children,5,17,2
16,Assault,18,22,4
14,Non-Criminal,19,12,1
21,Robbery,5,20,4
17,Recovered Vehicle,24,6,1
17,Assault,33,27,4
17,Larceny Theft,23,22,4
20,Other Miscellaneous,7,30,1
18,Larceny Theft,22,2,4
21,Missing Person,2,25,1
16,Other Miscellaneous,13,10,1
20,Robbery,19,28,4
18,Burglary,4,13,4
21,Larceny Theft,25,27,4
21,Warrant,25,27,1
15,Larceny Theft,29,29,4
20,Recovered Vehicle,1,33,1
21,Other Miscellaneous,17,25,1
21,Warrant,17,25,1
1,Burglary,24,9,4
20,Robbery,23,19,4
6,Recovered Vehicle,25,31,1
21,Weapons Offense,23,26,2
18,Larceny Theft,33,27,4
16,Larceny Theft,14,22,4
8,Missing Person,16,10,1
23,Recovered Vehicle,17,27,1
17,Burglary,27,26,4
22,Non-Criminal,26,27,1
19,Larceny Theft,27,33,4
0,Disorderly Conduct,2,25,2
23,Motor Vehicle Theft,8,22,4
23,Other Miscellaneous,8,22,1
0,Offences Against The Family And Children,1,14,2
0,Disorderly Conduct,1,14,2
21,Robbery,7,38,4
2,Suspicious Occ,22,28,1
2,Lost Property,22,28,1
11,Assault,22,28,4
11,Burglary,22,28,4
22,Missing Person,19,22,1
22,Missing Person,19,22,1
0,Arson,26,30,4
23,Larceny Theft,25,28,4
0,Other Miscellaneous,6,15,1
0,Assault,25,28,4
0,Suspicious Occ,26,32,1
20,Larceny Theft,20,32,4
0,Missing Person,22,28,1
20,Non-Criminal,1,24,1
22,Warrant,22,28,1
22,Traffic Violation Arrest,22,28,1
1,Other,1,9,1
1,Motor Vehicle Theft,1,9,4
2,Malicious Mischief,9,33,2
3,Larceny Theft,32,30,4
2,Burglary,18,28,4
2,Stolen Property,18,28,2
2,Other Miscellaneous,18,28,1
2,Recovered Vehicle,4,34,1
23,Recovered Vehicle,22,29,1
2,Weapons Carrying Etc,8,30,2
2,Weapons Carrying Etc,8,30,2
2,Drug Offense,8,30,2
23,Non-Criminal,18,26,1
2,Burglary,7,34,4
1,Other Miscellaneous,26,30,1
0,Non-Criminal,4,34,1
0,Missing Person,4,34,1
22,Larceny Theft,20,29,4
15,Malicious Mischief,17,25,2
10,Larceny Theft,15,23,4
1,Larceny Theft,28,27,4
1,Lost Property,33,27,1
11,Larceny Theft,27,29,4
19,Larceny Theft,30,31,4
21,Malicious Mischief,25,28,2
18,Larceny Theft,24,25,4
19,Larceny Theft,29,24,4
7,Larceny Theft,19,21,4
3,Lost Property,27,33,1
2,Larceny Theft,16,27,4
0,Larceny Theft,21,29,4
0,Lost Property,17,21,1
23,Larceny Theft,25,17,4
6,Larceny Theft,19,26,4
1,Larceny Theft,18,22,4
1,Larceny Theft,27,26,4
20,Larceny Theft,26,27,4
20,Lost Property,33,27,1
1,Malicious Mischief,1,13,2
23,Larceny Theft,23,28,4
1,Larceny Theft,24,31,4
2,Larceny Theft,22,2,4
22,Larceny Theft,18,21,4
0,Larceny Theft,13,22,4
20,Larceny Theft,19,26,4
20,Lost Property,20,23,1
14,Larceny Theft,32,29,4
18,Lost Property,33,27,1
20,Larceny Theft,22,22,4
14,Larceny Theft,24,25,4
17,Larceny Theft,29,27,4
6,Larceny Theft,28,28,4
9,Larceny Theft,27,29,4
9,Larceny Theft,21,15,4
23,Larceny Theft,22,21,4
0,Lost Property,22,33,1
10,Larceny Theft,13,31,4
1,Lost Property,23,29,1
15,Larceny Theft,15,25,4
20,Malicious Mischief,23,4,2
11,Larceny Theft,25,7,4
22,Larceny Theft,18,28,4
17,Larceny Theft,18,28,4
23,Larceny Theft,15,27,4
21,Lost Property,18,22,1
21,Larceny Theft,20,24,4
20,Malicious Mischief,26,23,2
12,Larceny Theft,24,21,4
0,Larceny Theft,29,23,4
16,Malicious Mischief,31,21,2
3,Larceny Theft,24,25,4
17,Larceny Theft,24,25,4
1,Lost Property,21,27,1
18,Larceny Theft,19,22,4
20,Larceny Theft,25,30,4
3,Lost Property,21,27,1
23,Larceny Theft,19,22,4
19,Larceny Theft,26,30,4
19,Lost Property,24,31,1
23,Larceny Theft,22,30,4
22,Larceny Theft,14,30,4
0,Larceny Theft,14,21,4
17,Larceny Theft,18,22,4
10,Larceny Theft,15,25,4
18,Larceny Theft,15,25,4
23,Larceny Theft,19,25,4
10,Larceny Theft,20,26,4
0,Larceny Theft,18,24,4
23,Larceny Theft,16,29,4
23,Larceny Theft,21,25,4
0,Larceny Theft,20,29,4
3,Larceny Theft,20,30,4
18,Larceny Theft,19,26,4
21,Larceny Theft,15,23,4
17,Larceny Theft,27,25,4
0,Malicious Mischief,23,26,2
0,Larceny Theft,30,22,4
8,Larceny Theft,24,25,4
19,Larceny Theft,25,26,4
19,Larceny Theft,19,30,4
21,Larceny Theft,18,24,4
22,Larceny Theft,13,19,4
20,Lost Property,18,23,1
19,Malicious Mischief,20,29,2
14,Larceny Theft,23,26,4
23,Malicious Mischief,25,25,2
18,Larceny Theft,23,25,4
6,Lost Property,26,26,1
18,Larceny Theft,24,25,4
22,Lost Property,22,23,1
12,Larceny Theft,31,22,4
3,Larceny Theft,24,25,4
0,Lost Property,26,26,1
23,Larceny Theft,27,24,4
10,Larceny Theft,25,24,4
12,Malicious Mischief,15,19,2
10,Lost Property,23,26,1
1,Lost Property,15,19,1
11,Malicious Mischief,18,33,2
18,Non-Criminal,19,24,1
22,Larceny Theft,15,20,4
20,Larceny Theft,22,16,4
18,Larceny Theft,15,27,4
21,Larceny Theft,20,29,4
23,Larceny Theft,30,25,4
21,Larceny Theft,26,22,4
14,Larceny Theft,26,26,4
22,Larceny Theft,33,29,4
11,Malicious Mischief,19,17,2
21,Larceny Theft,18,28,4
9,Larceny Theft,14,25,4
0,Larceny Theft,22,8,4
17,Larceny Theft,19,23,4
19,Larceny Theft,19,27,4
18,Larceny Theft,18,25,4
21,Larceny Theft,20,24,4
18,Larceny Theft,16,26,4
18,Larceny Theft,23,24,4
19,Larceny Theft,27,22,4
0,Larceny Theft,30,25,4
18,Malicious Mischief,24,25,2
0,Fraud,27,30,2
10,Larceny Theft,31,22,4
16,Larceny Theft,25,25,4
3,Larceny Theft,28,24,4
16,Larceny Theft,26,25,4
21,Larceny Theft,24,25,4
11,Larceny Theft,26,23,4
21,Fraud,27,30,2
23,Larceny Theft,27,29,4
21,Larceny Theft,21,28,4
17,Larceny Theft,20,23,4
13,Larceny Theft,18,23,4
21,Malicious Mischief,15,26,2
17,Larceny Theft,21,25,4
17,Larceny Theft,19,26,4
8,Larceny Theft,15,27,4
13,Larceny Theft,19,28,4
21,Larceny Theft,14,25,4
12,Larceny Theft,19,22,4
14,Larceny Theft,28,26,4
1,Larceny Theft,30,21,4
18,Larceny Theft,26,25,4
22,Larceny Theft,26,24,4
22,Larceny Theft,17,9,4
23,Larceny Theft,21,27,4
7,Malicious Mischief,9,30,2
16,Larceny Theft,25,31,4
17,Larceny Theft,32,30,4
12,Larceny Theft,32,29,4
18,Larceny Theft,24,22,4
6,Larceny Theft,19,29,4
11,Larceny Theft,33,28,4
20,Larceny Theft,25,29,4
19,Larceny Theft,26,30,4
14,Larceny Theft,33,25,4
19,Malicious Mischief,23,25,2
14,Burglary,28,24,4
13,Larceny Theft,18,25,4
23,Burglary,12,13,4
18,Larceny Theft,28,32,4
3,Larceny Theft,22,23,4
10,Larceny Theft,23,26,4
11,Larceny Theft,19,25,4
23,Larceny Theft,19,25,4
19,Larceny Theft,19,30,4
16,Larceny Theft,25,25,4
0,Forgery And Counterfeiting,27,30,2
0,Fraud,27,30,2
5,Larceny Theft,32,30,4
0,Fraud,27,30,2
15,Burglary,25,23,4
4,Motor Vehicle Theft,15,23,4
7,Motor Vehicle Theft,26,27,4
11,Larceny Theft,27,29,4
2,Burglary,21,29,4
2,Malicious Mischief,21,29,2
0,Fraud,6,32,2
0,Larceny Theft,15,23,4
0,Larceny Theft,15,23,4
10,Suspicious Occ,28,18,1
20,Missing Person,23,24,1
21,Lost Property,23,32,1
15,Lost Property,7,11,1
1,Burglary,19,9,4
1,Malicious Mischief,19,9,2
7,Warrant,25,25,1
8,Other Miscellaneous,19,5,1
7,Lost Property,18,18,1
16,Larceny Theft,4,11,4
8,Suspicious Occ,18,22,1
8,Other Miscellaneous,18,22,1
7,Other Miscellaneous,28,18,1
7,Non-Criminal,21,19,1
22,Fraud,19,11,2
10,Assault,26,27,4
9,Civil Sidewalks,21,19,2
22,Burglary,30,25,4
17,Larceny Theft,17,25,4
17,Malicious Mischief,17,25,2
